fc_name,object_name
Valley,Bamba
Winshall Walt,Bamba
硅谷银行Silicon,Bamba
硅谷银行Silicon Valley Bank,Bamba
Ingenico,Bambora
Avicii,Bambuser
Avicii Music,Bambuser
天天投,Banana香蕉网
纪源资本,BandPage
北京险峰华兴投资咨询有限公司,Bang直播
天使投资人王刚,Bang直播
险峰长青,Bang直播
清流资本,Bang直播(趣寻科技)
险峰长青,Bang直播(趣寻科技)
Balderton,Banjo
Balderton Capital,Banjo
BlueRun Ventures海外,Banjo
Vegas Tech Fund,Banjo
蓝驰创投,Banjo
Amazon亚马逊,BankBazaar
Mousse Partners,BankBazaar
Sequoia Capital(红杉海外),BankBazaar
Walden International,BankBazaar
Walden Riverwood Ventures,BankBazaar
亚马逊,BankBazaar
益百利,BankBazaar
红杉（海外）,BankBazaar
不公开的投资者,BankGo
Y,BankJoy
Y Combinator,BankJoy
YC,BankJoy
不公开的投资者,BankerBay
CommerzVentures,Bankin
"CommerzVentures,NewTech",Bankin
NewTech Generation,Bankin
Red,Bankrate
Advancit Capital,Baobab Studios
Comcast Ventures,Baobab Studios
Evolution Media Partners,Baobab Studios
HTC,Baobab Studios
Horizons,Baobab Studios
Horizons Ventures维港投资,Baobab Studios
Samsung Ventures,Baobab Studios
Samsung Ventures三星,Baobab Studios
Ventures维港投资,Baobab Studios
宏达通讯有限公司,Baobab Studios
维港投资,Baobab Studios
上海创业接力科技金融集团有限公司,Baoism
创业接力天使,Baoism
Band,BarTrendr
Band of Angels,BarTrendr
New York Angels,BarTrendr
of,BarTrendr
腾讯,Barefoot
腾讯投资,Barefoot
阿里巴巴,Barefoot
阿里资本,Barefoot
不公开的投资者,Barnacle
Thoma,Barracuda Networks梭子鱼网络
华人文化产业基金,Base FX
华人文化产业投资基金,Base FX
GSN,Bash Gaming
北京欣博友数据科技有限公司,BasicFinder深度搜索
拓邦股份,BasicFinder深度搜索
极星资本,BasicFinder深度搜索
DCM资本,Basis
英特尔投资Intel,Basis Science
Ballentine Capital Partners,Bastille
Bessemer,Bastille
Bessemer Venture Partners,Bastille
Comcast Ventures,Bastille
Keel Funds,Bastille
Partners（领投）,Bastille
Spinnaker Ventures,Bastille
Venture,Bastille
柏尚投资,Bastille
不公开的投资者,Bats on Delivery
不公开的投资者,Baubax
Accel,BaubleBar
Accel Partners,BaubleBar
Aspect Ventures,BaubleBar
Comcast,BaubleBar
Comcast Ventures,BaubleBar
Greycroft,BaubleBar
Greycroft Partners,BaubleBar
Partners,BaubleBar
TriplePoint Capital,BaubleBar
不公开的投资者,BaubleBar
不公开的投资者,Bauzaar
Carrick Capital Partners,Bay Dynamics
Comcast,Bay Dynamics
Comcast Ventures,Bay Dynamics
Ventures,Bay Dynamics
燧石资本,Bayescom倍业科技
险峰长青,Bayescom倍业科技
颐成投资,Bayescom倍业科技
老佛爷百货,Bazar Chic
贵格天使,Be My Guest尚客私享家
不公开的投资者,Be-Bound
Chan,BeMyGuest
Chan Brothers Group,BeMyGuest
Raffles Venture Partners,BeMyGuest
北京真格天成投资管理有限公司,BeSound
真格基金,BeSound
微软Microsoft,Beam
Edenred Capital Partners,Beamery
Grupa Pracuj,Beamery
Index,Beamery
Index Venture,Beamery
Index Ventures,Beamery
Verizon,Beamr Imaging
Verizon Ventures,Beamr Imaging
北京泰有投资管理有限公司,BeanVR
和君资本,BeanVR
泰有基金,BeanVR
泰有投资,BeanVR
Deep Fork Capital,Beanstalk
EPIC,Beanstalk
EPIC Ventures,Beanstalk
NEA恩颐投资,Beanstalk
Ventures,Beanstalk
恩颐投资,Beanstalk
Marico,Beardo
千盈资本,BearyChat（倍洽）
华诺创投,BearyChat（倍洽）
昂若资本,BearyChat（倍洽）
北京联想之星投资管理有限公司,Beat the Banker
联想之星,Beat the Banker
不公开的投资者,Beat the Q
Apple苹果,Beats Electronics
NEA恩颐投资,Beautified
恩颐投资,Beautified
appWorks之初创投,Beautymemo美甲橱窗
InVenture,Beddit
InVenture Partners,Beddit
Accomplice,Bedly
Accomplice Venture,Bedly
Matrix,Bee Cave Games
Matrix Partners经纬海外,Bee Cave Games
经纬（海外）,Bee Cave Games
不公开的投资者,Bee Partners
创客总部,Bee+
华盖资本,Bee+
华盖资本有限责任公司,Bee+
发现创投,Bee+
孝昌水木投资,Bee+
创客总部,Bee+创新青年业态
华盖资本,Bee+创新青年业态
发现创投,Bee+创新青年业态
孝昌水木投资(唐彬森),Bee+创新青年业态
澳门一地产企业,Bee+创新青年业态
上海自友投资管理有限公司,BeeCloud
中美创投,BeeCloud
前海汇能,BeeCloud
北京极客帮创业投资合伙企业（有限合伙）,BeeCloud
峰瑞资本,BeeCloud
极客帮创投,BeeCloud
深圳市中美创兴资本管理有限公司,BeeCloud
中美创投,BeeCloud比可网络
前海汇能,BeeCloud比可网络
峰瑞资本,BeeCloud比可网络
极客帮创投,BeeCloud比可网络
丰沃出行,BeeFly蜜蜂出行
常棣资本,BeeFly蜜蜂出行
海特高新,BeeFly蜜蜂出行
DST,Beepi
Sherpa Ventures,Beepi
数字天空技术,Beepi
Twilio,Beepsend
Foundry,Beeswax
Foundry Group,Beeswax
Group,Beeswax
RRE,Beeswax
RRE Ventures,Beeswax
北京险峰华兴投资咨询有限公司,Begin Face
险峰长青,Begin Face
京东,Begin ONE
北京京东世纪贸易有限公司,Begin ONE
北京网秦天下科技有限公司,Begin ONE
网秦,Begin ONE
Capital,Behalf
Capital(红杉海外),Behalf
MissionOG,Behalf
Sequoia,Behalf
Sequoia Capital(红杉海外),Behalf
Spark,Behalf
Spark Capital,Behalf
Vintage Investment Partners,Behalf
Viola Growthl,Behalf
红杉（海外）,Behalf
花旗集团,Behavox
招商局中国基金,Beijing Longhao Mansion
运时投资,"Beijing Numeral Co., Ltd."
伦敦亚洲投资基金,"Beijing Success Technology Co., Ltd."
不公开的投资者,Beleza na Web
索尼,Believe Digital
睿盟希国际眼视光基金,Belkin Laser
安芙兰资本,BellaBuy
梅花天使创投,BellaBuy
青山资本,BellaBuy
Angel,Bellabeat
Cherubic Ventures心元资本,Bellabeat
CrunchFund,Bellabeat
Promus,Bellabeat
Promus Ventures,Bellabeat
SV,Bellabeat
SV Angel,Bellabeat
Ventures,Bellabeat
云启资本,Bellabeat
心元资本,Bellabeat
JJ比赛(竞技创投),Bellen六合宁远
中金启辰,Bellen六合宁远
君联益康,Bellen六合宁远
歌斐钥韧,Bellen六合宁远
清控银杏创投,Bellen六合宁远
达晨创联,Bellen六合宁远
不公开的投资者,Bellhops
Blume,Belong
Blume Ventures,Belong
Capital(红杉海外)（领投）,Belong
Sequoia,Belong
Sequoia Capital(红杉海外),Belong
经纬印度Matrix Partners India,Belong
复星集团,Belter倍泰健康
汤臣倍健,Belter倍泰健康
汤臣倍健股份有限公司,Belter倍泰健康
CNN,Beme
嘉恒资本,"Benda Pharmaceutical, Inc."
Cybage,Benoit
Lewis&Clark,Benson Hill Biosystems
Lewis&Clark Ventures,Benson Hill Biosystems
Prelude Ventures,Benson Hill Biosystems
Bullpen,BentoBox
Bullpen Capital,BentoBox
Capital（领投）,BentoBox
Launch,BentoBox
Launch Capital,BentoBox
RiverPark Ventures,BentoBox
不公开的投资者,BentoBox
Michael Diekmann,Bergluft帛珑
East,BerryKitchen
East Ventures,BerryKitchen
不公开的投资者,Besomebody
Altos Ventures,Bespin Global
君联资本,Bespin Global
Kiwi Venture Partners,Bespoke Post
Scout,Bespoke Post
Scout Ventures,Bespoke Post
Ventures,Bespoke Post
Walden VC,Bespoke Post
不公开的投资者,BestApp工作室
旺家投资管理（北京）有限公司,BestMinr
光照资本,BestMinr百思科技
旺家投资,BestMinr百思科技
起源资本,BestMinr百思科技
Foundry Group,Betabrand
Morgan,Betabrand
Morgan Stanley摩根士丹利,Betabrand
Stanley摩根士丹利,Betabrand
摩根士丹利,Betabrand
Pinterest,Betaworks
厦门坚果投资管理有限公司,Beta理财师
坚果资本,Beta理财师
德同资本,Beta理财师
Caufield,Better Mortgage
Goldman Sachs高盛(国外),Better Mortgage
Kleiner,Better Mortgage
Kleiner Perkins Caufield & Byers(KPCB全球),Better Mortgage
Perkins,Better Mortgage
Pine Brook,Better Mortgage
Dell Foundation,BetterLesson
Markets,BetterLesson
Michael & Susan Dell Foundation,BetterLesson
New,BetterLesson
New Markets Venture Partners,BetterLesson
Reach Capital,BetterLesson
Capital,BetterUp
DFJ德丰杰(全球),BetterUp
Freestyle,BetterUp
Freestyle Capital,BetterUp
Social Capital,BetterUp
s23p,BetterUp
德丰杰,BetterUp
Anthemis Group,Betterment
Bessemer Venture Partners,Betterment
Citi Ventures,Betterment
Francisco Partners,Betterment
Globespan Capital Partners,Betterment
Kinnevik,Betterment
Kinnevik（领投）,Betterment
Menlo,Betterment
Menlo Ventures,Betterment
Northwestern Mutual,Betterment
Ventures,Betterment
柏尚投资,Betterment
645,Betterview
645 Ventures,Betterview
Arab Angel,Betterview
Capital,Betterview
Compound Venture Capital,Betterview
Maiden Re,Betterview
Ventures,Betterview
Winklevoss,Betterview
Winklevoss Capital,Betterview
Bain,BevSpot
Bain Capital Ventures,BevSpot
贝恩资本,BevSpot
不公开的投资者,Bevi
不公开的投资者,Beyond Evolution
BP,Beyond Limits
BP Ventures,Beyond Limits
不公开的投资者,Beyond Meat
Singulariteam,Beyond Verbal
Winnovation,Beyond Verbal
不公开的投资者,Beyond Verbal
光启科技,Beyond Verbal
"光启科技,Winnovation,Singulariteam",Beyond Verbal
Salesforce,BeyondCore
Alps Capital innovation,BiBoard
Entrepreneur,BiBoard
Entrepreneur Venture,BiBoard
Kreaxi,BiBoard
Sigma Management,BiBoard
Venture,BiBoard
Amazon亚马逊,Biba
01,Bibblio
01 Ventures,Bibblio
Synergy Ventures,Bibliotech
牛津科学创新基金,Bibliotech
不公开的投资者,Bica Studios
不公开的投资者,Bidroom
抱团科技,Big Bang Games比格邦
Scottish,Big Data For Humans
Scottish Equity Partners,Big Data For Humans
Teradata,Big Data Partnership
Octopus,Big Health
Octopus Investments,Big Health
不公开的投资者,Big Viking
Ankur,BigHaat
Ankur Capital,BigHaat
BOLDstart Ventures,BigID
Deep Fork Capital,BigID
Genacast,BigID
Genacast Ventures,BigID
Jyoti,BigLabs
Info,BigStylist
Info Edge,BigStylist
Abraaj Group,Bigbasket.com
Bessemer,Bigbasket.com
Bessemer Venture Partners,Bigbasket.com
Paytm Mall,Bigbasket.com
Sands Capital,Bigbasket.com
The Abraaj Group,Bigbasket.com
Trifecta venture,Bigbasket.com
不公开的投资者,Bigbasket.com
柏尚投资,Bigbasket.com
阿里巴巴,Bigbasket.com
Earlybird,BigchainDB
Earlybird Venture Capital,BigchainDB
American Express美国运通,Bigcommerce
FLOODGATE Fund,Bigcommerce
GGV纪源资本,Bigcommerce
General Catalyst Partners,Bigcommerce
Revolution Ventures,Bigcommerce
SoftBank capital软银海外,Bigcommerce
澳洲电讯Telstra,Bigcommerce
澳洲电讯投资,Bigcommerce
纪源资本,Bigcommerce
纪源资本GGV,Bigcommerce
美国运通公司,Bigcommerce
软银,Bigcommerce
上海游族信息技术有限公司,Bigpoint
游族网络,Bigpoint
Andreessen Horowitz(简称A16Z),Bigscreen
True,Bigscreen
True Ventures,Bigscreen
Ventures（领投）,Bigscreen
a16z,Bigscreen
Lighthouse,Bigstone
Lighthouse Venture Partners,Bigstone
Info Edge,Bigstylist
appWorks之初创投,Bill Master
August,Bill.com
August Capital,Bill.com
Capital,Bill.com
DCM海外,Bill.com
Emergence,Bill.com
Emergence Capital Partners,Bill.com
Icon,Bill.com
Icon Venture Partners,Bill.com
JPMorgan摩根大通,Bill.com
JPMorgan摩根大通（领投）,Bill.com
Napier Park,Bill.com
Partners,Bill.com
Scale Venture Partners,Bill.com
Temasek淡马锡,Bill.com
Temasek淡马锡（领投）,Bill.com
4finance,BillFront
"4finance,Bank",BillFront
7finance,BillFront
Bank Deutschland,BillFront
FinLeap,BillFront
Finleap,BillFront
Reliance,Billionloans
Reliance Capital,Billionloans
Klarna,Billpay
Riverwood,Billtrust
Riverwood Capital,Billtrust
Allianz,Bima
泛城科技,Binance币安
黑洞投资,Binance币安
翊翎资本,Bind.ai易码云天
Mistletoe,Binded
"Mistletoe,Tokyo",Binded
Tokyo Founders,Binded
Cherubic Ventures心元资本,BingaBinga
一臂资本ArmVC,Bingo
不公开的投资者,Bink
不公开的投资者,Bintels
中国互联网集团公司,Bio-Engine.com
Indie Bio,BioAesthetics
New Orleans BioFund,BioAesthetics
SOSV,BioAesthetics
"SOSV,Indie",BioAesthetics
AXA Strategic Ventures,BioBeats
IQ Capital,BioBeats
White,BioBeats
White Cloud Capital,BioBeats
北京真格天成投资管理有限公司,BioBeats
真格基金,BioBeats
Khosla,BioConsortia
Khosla Ventures,BioConsortia
Otter Capital,BioConsortia
Ventures,BioConsortia
科斯拉风投,BioConsortia
君联资本,BioNano Genomics
君联资本管理股份有限公司,BioNano Genomics
晨兴资本,BioSCale Inc.
Eden Strategy,Biofourmis
SpesNet,Biofourmis
"SpesNet,Eden",Biofourmis
Spesnet,Biofourmis
OrbiMed奥博资本,BiomX
OrbiMed奥博资本（领投）,BiomX
SBI Japan-Israel Innovation Fund,BiomX
Seventure Partners,BiomX
Takeda,BiomX
Takeda Ventures,BiomX
Ventures（领投）,BiomX
强生控股,BiomX
强生控股（领投）,BiomX
Ignition,Bionym
Ignition Partners,Bionym
MasterCard Worldwide,Bionym
MasterCard万事达,Bionym
Partners,Bionym
Relay,Bionym
Relay Ventures,Bionym
Salesforce,Bionym
Salesforce Ventures,Bionym
Ventures,Bionym
5AM,Bioz
5AM Ventures,Bioz
Astia Angels,Bioz
Stanford StartX Fund,Bioz
Stanford Startx Fund,Bioz
Ventures,Bioz
Accel,Birchbox
Accel Partners,Birchbox
First Round Capital,Birchbox
Global,Birchbox
Investors,Birchbox
Viking,Birchbox
Viking Global Investors,Birchbox
联想创投集团(乐基金),BirdBoy鸟孩科技
Forerunner Ventures,Birdies
Graph Ventures,Birdies
Slow Ventures,Birdies
Social Capital Partners,Birdies
Hummer Winblad Venture Partners,Birst
Management,Birst
Sequoia,Birst
Sequoia Capital(红杉海外),Birst
Wellington,Birst
Wellington Management,Birst
威灵顿,Birst
红杉（海外）,Birst
Accomplice,Bison
GrandBanks Capital,Bison
Hamilton,Bison
Hamilton Lane,Bison
GE,Bit Stew
CRCM,Bit Tiger太阁
"CRCM,SV",Bit Tiger太阁
SV Tech Ventures,Bit Tiger太阁
DCM资本,Bit Torrent Inc.
不公开的投资者,BitBays
Vanedge,BitFusion.io
Vanedge Capital,BitFusion.io
Bridgescale Partners,BitGo
Founders,BitGo
Founders Fund,BitGo
Fund,BitGo
Radar Partners,BitGo
Redpoint,BitGo
Redpoint Ventures红点全球基金,BitGo
Ventures红点全球基金,BitGo
红点创投,BitGo
红点投资,BitGo
不公开的投资者,BitGold Inc.
Index,BitPay
Index Venture,BitPay
Index Ventures,BitPay
Greycroft,BitPesa
Greycroft Partners,BitPesa
Partners（领投）,BitPesa
Plug and Play,BitPesa
Capital,BitSight
Comcast Ventures,BitSight
Flybridge,BitSight
Flybridge Capital Partners,BitSight
GGV纪源资本,BitSight
Globespan,BitSight
Globespan Capital Partners,BitSight
Menlo Ventures,BitSight
Partners,BitSight
Shaun McConnon,BitSight
新电投资SingTel Innov8,BitSight
新电投资公司,BitSight
纪源资本,BitSight
纪源资本GGV,BitSight
Global,BitStar
Global Brain,BitStar
无引力ICO基金,BitStar交易平台
真格基金,BitVC
红杉资本中国,BitVC
Naspers,BitX
Point Nine Capital,Bitbond
Şekip,Bitbond
Şekip Can Gökalp,Bitbond
不公开的投资者,Bitbond
East,Bitcoin.co.id
Alium,Bitcoin.com.au
Alium Capital,Bitcoin.com.au
Capital（领投）,Bitcoin.com.au
Dominet Venture Partners,Bitcoin.com.au
Altos,Bitfinder
Altos Ventures,Bitfinder
Samsung Ventures三星,Bitfinder
Ventures,Bitfinder
三星创投,Bitfinder
Future Fund,Bitglass
NEA恩颐投资,Bitglass
NVP,Bitglass
Norwest,Bitglass
Norwest Venture Partners,Bitglass
Partners,Bitglass
Venture,Bitglass
恩颐投资,Bitglass
新电投资SingTel Innov8,Bitglass
新电投资公司,Bitglass
Amplify Partners,Bitium
Double,Bitium
Double M Partners,Bitium
Google谷歌,Bitium
Karlin Ventures,Bitium
Lazerow Ventures,Bitium
M,Bitium
Partners,Bitium
Polaris,Bitium
Polaris Partners,Bitium
Resolute.vc,Bitium
Social,Bitium
Social Leverage,Bitium
不公开的投资者,Bitium
Cherubic Ventures心元资本,Bitmark
华平投资WI Harper Group,Bitmark
心元资本,Bitmark
Cherubic,Bitmark Inc.
Ventures心元资本,Bitmark Inc.
Atomico,Bitmovin
Commerce Ventures,Bitnet
日本乐天Rakuten,Bitnet
Combinator,Bitrise
Fiedler Capital,Bitrise
OpenOcean,Bitrise
OpenOcean（领投）,Bitrise
Y,Bitrise
Y Combinator,Bitrise
Comcast Ventures,Bitsight
Globespan,Bitsight
Menlo Ventures,Bitsight
新电投资公司,Bitsight
纪源资本,Bitsight
Digital Currency Group,Bitso
FundersClub,Bitso
Variv,Bitso
Variv Capital,Bitso
Horizons Ventures维港投资,Bitstrips
Kleiner,Bitstrips
Kleiner Perkins Caufield & Byers(KPCB全球),Bitstrips
Perkins,Bitstrips
凯鹏华盈,Bitstrips
维港投资,Bitstrips
Catalyst,Bitwise
General,Bitwise
Khosla,Bitwise
Partners,Bitwise
Ventures,Bitwise
北京字节跳动科技有限公司,Biu
杭州湖畔山南资本管理有限公司,Biu
湖畔山南资本,Biu
北京龙翌创富顾问有限公司,BiuBiu
龙翌资本,BiuBiu
互联网电影集团IFG,BiuBiu龙跃星云科技
凯泰资本,BiuBiu龙跃星云科技
今日头条,Biu老友科技
天使投资人吴泳铭,Biu老友科技
执一资本,Biu老友科技
湖畔山南资本,Biu老友科技
阿米巴资本,Biu老友科技
不公开的投资者,Bizground
Capital,Bizible
MHS,Bizible
MHS Capital,Bizible
Madrona Venture Group,Bizible
Brooklyn,Bizly
Brooklyn Bridge Ventures,Bizly
Accel,Bizongo
Accel Partners,Bizongo
IDG资本,Bizongo
Ardent,Bizzy Indonesia
Ardent Capital,Bizzy Indonesia
Accel,BlaBlaCar
Accel Partners,BlaBlaCar
Index Venture,BlaBlaCar
Index Ventures,BlaBlaCar
Insight,BlaBlaCar
Insight Venture Partners,BlaBlaCar
SAP Ventures,Black Duck Software
Split Rock Partners,Black Duck Software
Synopsys,Black Duck Software
英特尔投资,Black Duck Software
英特尔投资Intel Capital,Black Duck Software
Albion,Black Swan Data
Albion Ventures,Black Swan Data
Ventures,Black Swan Data
日本三井集团,Black Swan Data
黑石,Black Swan Data
黑石集团Blackstone,Black Swan Data
Accel,BlackBuck
Accel Partners,BlackBuck
Flipkart,BlackBuck
IFC,BlackBuck
InnoVen,BlackBuck
InnoVen Capital,BlackBuck
Sanda Capital,BlackBuck
Temasek淡马锡,BlackBuck
Tiger Global Management(老虎国外),BlackBuck
老虎基金,BlackBuck
Arch,BlackThorn Therapeutics
Arch Venture Partners,BlackThorn Therapeutics
戴姆勒公司,Blacklane
戴姆勒移动服务公司,Blacklane
A&NN Group,Blackmoon
Flint Flint Capital,Blackmoon
Target,Blackmoon
Target Global,Blackmoon
Millennium Technology Value Partners,Blackmore
NEXT Frontier Capital,Blackmore
Next,Blackmore
Next Frontier Capital,Blackmore
Park Road Associates Ltd.,Blacksumac
Sparkbox Ventures,Blacksumac
Valar Ventures,Blacksumac
iControl,Blacksumac
CA创投,BlazeMeter
赛博艾坚特（北京）投资咨询有限公司深圳分公司,BlazeMeter
NVIDIA英伟达,BlazingDB
Samsung,BlazingDB
IBM,Blekko
8VC,Blend
Emergence Capital Partners,Blend
Greylock,Blend
Greylock Partners,Blend
Lightspeed,Blend
Lightspeed Venture Partners美国光速,Blend
Nyca Partners,Blend
Partners美国光速,Blend
Partners（领投）,Blend
Venture,Blend
BBH,Blend Media
Global,Blend Media
Hambro Perks,Blend Media
I2BF,Blend Media
I2BF Global Ventures,Blend Media
ITN Producions,Blend Media
"ITN Producions,BBH",Blend Media
Maker Studios,Blend Media
"民信金控,握乐康",Blend and Pack
New,Blendle
New York Times,Blendle
Tengelmann,Blickfeld
Ventures,Blickfeld
H Capital,Blink
创新工场,Blink
北京真格天成投资管理有限公司,Blink
真格基金,Blink
红杉中国,Blink
红杉资本中国,Blink
腾讯产业共赢基金,Blink
雅虎,Blink
创新工场,Blink Academy
8VC,Blink Health
8VC（领投）,Blink Health
不公开的投资者,Blinkfire
H Capital,Blink快看
创新工场,Blink快看
真格基金,Blink快看
红杉中国,Blink快看
红杉资本中国,Blink快看
腾讯,Blink快看
腾讯投资,Blink快看
不公开的投资者,Blippar
DeNA,Blisby
East,Blisby
East Ventures,Blisby
Ventures,Blisby
Baseline Ventures,Bloc
First Round Capital,Bloc
Harrison,Bloc
Harrison Metal,Bloc
Learn,Bloc
Learn Capital,Bloc
Metal,Bloc
Shasta,Bloc
Shasta Ventures,Bloc
Ventures,Bloc
夏斯塔创投,Bloc
北京真格天成投资管理有限公司,BlockSeer
真格基金,BlockSeer
Capital,Blockchain
Lakestar,Blockchain
Lakestar（领投）,Blockchain
Lightspeed,Blockchain
Lightspeed Venture Partners美国光速,Blockchain
Mosaic,Blockchain
Venture,Blockchain
Wicklow,Blockchain
Wicklow Capital,Blockchain
美国光速,Blockchain
Samsung,Blocko
Samsung Ventures三星,Blocko
Union,Blockstack
Union Square Ventures,Blockstack
AME,Blockstream
AME Cloud Ventures,Blockstream
AME云创投,Blockstream
Cloud,Blockstream
Real Ventures,Blockstream
Ventures,Blockstream
七海资本,Blockstream
启明创投,Bloom Energy
&,BloomBoard
Birchmere Ventures,BloomBoard
盖茨基金会,BloomBoard
盖茨基金会（Bill,BloomBoard
盖茨基金会（Bill & Melinda Gates Foundation）,BloomBoard
A-Grade Investments,BloomThat
Capital,BloomThat
First,BloomThat
First Round Capital,BloomThat
Forerunner,BloomThat
Forerunner Ventures,BloomThat
Rothenberg Ventures,BloomThat
Round,BloomThat
SV Angel,BloomThat
Sherpa Ventures,BloomThat
Vaizra Investments,BloomThat
Ventures,BloomThat
REAPRA,BloomThis
Austin,Bloomfire
Austin Ventures,Bloomfire
Redpoint Ventures红点全球基金,Bloomfire
红点投资,Bloomfire
Fortino Capital,Bloomon
INKEF,Bloomon
INKEF Capital,Bloomon
Partech,Bloomon
Partech Ventures,Bloomon
Ventures（领投）,Bloomon
IDG资本,Bloomsky九安医疗
8VC,Bloomz
Founder’ s Co-op,Bloomz
Founder’s Co-op,Bloomz
Venture,Bloomz
ff,Bloomz
ff Venture Capital,Bloomz
Hubert Burda Media,Bloom＆Wild
MMC,Bloom＆Wild
MMC Ventures,Bloom＆Wild
Ventures,Bloom＆Wild
(海外)（领投）,Blowhorn
Draper Associates,Blowhorn
IDG,Blowhorn
IDG Venture (海外),Blowhorn
Michael＆Susan Dell,Blowhorn
Unitus,Blowhorn
Venture,Blowhorn
Bessemer Venture Partners,Blue Apron
不公开的投资者,Blue Apron
柏尚投资,Blue Apron
贝恩资本BainCapital,Blue Coat Systems
不公开的投资者,Blue Medora
深圳贝恩资本有限公司,Blue Nile
贝恩资本,Blue Nile
贝恩资本BainCapital,Blue Nile
Capital,Blue Prairie Brands
DSM Venturing B.V.,Blue Prairie Brands
Dsm Venturing B.V.,Blue Prairie Brands
Invest Nebraska,Blue Prairie Brands
Invest Nebraska Corporation,Blue Prairie Brands
Middleland,Blue Prairie Brands
Middleland Capital,Blue Prairie Brands
Data Collective,Blue River Technology
Innovation Endeavors,Blue River Technology
John,Blue River Technology
Khosla Ventures,Blue River Technology
科斯拉风投,Blue River Technology
Indian,BlueBook
Indian Angel Network,BlueBook
LetsVenture,BlueBook
Amplify,BlueData
Amplify Partners,BlueData
Atlantic Bridge,BlueData
Capital,BlueData
Ignition Partners,BlueData
Partners,BlueData
英特尔投资,BlueData
英特尔投资Intel,BlueData
英特尔投资Intel Capital,BlueData
甲骨文Oracle,BlueKai
嘉御基金,BluePay锐蓝创想
愉悦资本,BluePay锐蓝创想
空中网,BluePay锐蓝创想
Great,BlueSnap
Great Hill Partners,BlueSnap
Accel,BlueStone
Accel Partners,BlueStone
Dragoneer Investment Group,BlueStone
Iron,BlueStone
Iron Pillar,BlueStone
IvyCap Ventures,BlueStone
Kalaari Capital,BlueStone
不公开的投资者,BlueStone
Arsenal,BlueTalon
Arsenal Venture Partners,BlueTalon
Bloomberg Beta,BlueTalon
Capital,BlueTalon
Data Collective,BlueTalon
Divergent Ventures,BlueTalon
Maverick,BlueTalon
Maverick Capital,BlueTalon
Partners,BlueTalon
Signia,BlueTalon
Signia Venture Partners,BlueTalon
Venture,BlueTalon
斯坦福Stanford,BlueTalon
斯坦福大学,BlueTalon
中英动漫,BlueZoo
联合利华,Blueair
500,Blueboard
500 Startups,Blueboard
PreAngel,Blueboard
PreAngel Fund,Blueboard
人人公司,Blueboard
人人分期,Blueboard
北京千橡网景科技发展有限公司,Blueboard
Andreessen Horowitz(简称A16Z),Bluebox
Founder,Bluebox
Founder Collective,Bluebox
SV Angel,Bluebox
Tenaya Capital,Bluebox
a16z,Bluebox
特纳亚（原雷曼兄弟）,Bluebox
Allos,Bluebridge
Allos Ventures,Bluebridge
Cultivation Capital,Bluebridge
Ventures,Bluebridge
Felicis,Bluecore
Felicis Ventures,Bluecore
FirstMark Capital,Bluecore
Georgian Partners,Bluecore
Norwest,Bluecore
Norwest Venture Partners,Bluecore
Partners（领投）,Bluecore
Venture,Bluecore
顺为资本,Blued
不公开的投资者,Bluedot Innovation
DCM中国,Blued淡蓝网
Ventech China银泰资本,Blued淡蓝网
中手游,Blued淡蓝网
中路资本,Blued淡蓝网
嘉御基金,Blued淡蓝网
国宏嘉信,Blued淡蓝网
天翼资本,Blued淡蓝网
新京报,Blued淡蓝网
清流资本,Blued淡蓝网
贝塔斯曼亚洲投资基金,Blued淡蓝网
香港新世界集团,Blued淡蓝网
深圳市腾讯计算机系统有限公司,Bluehole Studio
腾讯产业共赢基金,Bluehole Studio
腾讯,Bluehole蓝洞工作室
不公开的投资者,Blueprint
北京真格天成投资管理有限公司,Blueseed
真格基金,Blueseed
Fenox Venture Capital,Bluesmart
WTI,Bluesmart
Western Technology Investment,Bluesmart
Y Combinator,Bluesmart
YC,Bluesmart
云启资本,Bluesmart
Grand,Bluethumb
Grand Prix Capital,Bluethumb
经纬中国,Blueware蓝海讯通
Brain,Bluzelle
Global,Bluzelle
Global Brain,Bluzelle
LUN Partners Capital,Bluzelle
True Global Ventures,Bluzelle
Brunswick,BoatBound
OurCrowd,BoatBound
不公开的投资者,Boatdoo
Post,Bob Evans Farms鲍勃·埃文斯农场
不公开的投资者,Bobble App
不公开的投资者,Bobobobo
First,Bodega
First Round Capital,Bodega
Homebrew,Bodega
Round,Bodega
数智匠人,BodyPlus博迪加
昆山内衣科技,BodyPlus博迪加
Gaest,BokaRum
GMO,Boku
GMO Payment Gateway,Boku
"Gmo Payment Gateway, Inc.",Boku
真格基金,Bolt
经纬中国,Boluo Wang Holding
Fireside,Bombay Shaving Company
Fireside Ventures,Bombay Shaving Company
北京北软汇智投资管理有限公司,Bon App
北京厚德文华投资咨询有限公司,Bon App
北软天使基金,Bon App
英诺天使基金,Bon App
上海曜途投资咨询有限公司,Bondit
复星集团,Bondit
耀途资本,Bondit
余杭创投,Bong健康手环
盈动资本,Bong健康手环
银江股份(银江资本),Bong健康手环
Accel,Bonobos
Accel Partners,Bonobos
Capital,Bonobos
Coppel,Bonobos
Coppel Capital,Bonobos
Lightspeed Venture Partners美国光速,Bonobos
Mousse,Bonobos
Mousse Partners,Bonobos
Partners,Bonobos
沃尔玛WalMart,Bonobos
